X,y
0.0,0.9934283060224653
0.10101010101010101,-0.0745084003221673
0.20202020202020202,1.699417480241789
0.30303030303030304,3.6521203188766567
0.40404040404040403,0.3397740586341361
0.5050505050505051,0.541827096202649
0.6060606060606061,4.370546843135995
0.7070707070707071,2.9490108724472317
0.8080808080808081,0.6772128442917119
0.9090909090909091,2.9033019053537474
1.0101010101010102,1.0933666345770958
1.1111111111111112,1.2907627150817085
1.2121212121212122,2.9081669673744925
1.3131313131313131,-1.2002978630529695
1.4141414141414141,-0.6215528367432372
1.5151515151515151,1.9057279718210849
1.6161616161616161,1.2066609916543847
1.7171717171717171,4.062838099533982
1.8181818181818181,1.8203154853212145
1.9191919191919191,1.0137764357132553
2.0202020202020203,6.971701578247149
2.121212121212121,3.790871641451171
2.2222222222222223,4.579500853820292
2.323232323232323,1.7969682740377326
2.4242424242424243,3.7597193994344833
2.525252525252525,5.272350229924783
2.6262626262626263,2.950538097680647
2.727272727272727,6.205941491236798
2.8282828282828283,4.455288276728046
2.929292929292929,5.275198358999305
3.0303030303030303,4.8571928361472665
3.131313131313131,9.967182631644137
3.2323232323232323,6.437652015170596
3.3333333333333335,4.551244808754866
3.4343434343434343,8.513776692893247
3.5353535353535355,4.6290197707650265
3.6363636363636362,7.690454462736783
3.7373737373737375,3.5554072269879238
3.8383838383838382,5.020395578970815
3.9393939393939394,8.272510350526126
4.040404040404041,9.557741240798903
4.141414141414141,8.625564845208222
4.242424242424242,8.253551920072004
4.343434343434343,8.08466129569011
4.444444444444445,5.9318449081540345
4.545454545454545,7.651220674119672
4.646464646464646,8.371651751009717
4.747474747474747,11.609193947387325
4.848484848484849,10.384206276106621
4.94949494949495,6.372909588264432
5.05050505050505,10.749178039799691
5.151515151515151,9.53286574219767
5.252525252525253,9.151206504438587
5.353535353535354,11.930423284752443
5.454545454545454,12.97108995408281
5.555555555555555,12.973671349343508
5.656565656565657,9.634696266686037
5.757575757575758,10.896726763449086
5.858585858585858,12.379698579978845
5.959595959595959,13.870282173436637
6.0606060606060606,11.162863645521542
6.161616161616162,11.951914369904689
6.262626262626262,10.312582577240468
6.363636363636363,10.334859479111385
6.4646464646464645,14.554344574081325
6.565656565656566,15.843793188454777
6.666666666666667,13.189313090172666
6.767676767676767,15.542419331137584
6.8686868686868685,14.460645787469005
6.96969696969697,12.64915443018369
7.070707070707071,14.86420535243097
7.171717171717171,17.41950747636628
7.2727272727272725,14.473802467234641
7.373737373737374,17.87676205910276
7.474747474747475,9.710004741315462
7.575757575757575,16.795320160265597
7.6767676767676765,15.527629490011696
7.777777777777778,14.95754085462382
7.878787878787879,15.941097310646763
7.979797979797979,11.984458130394174
8.080808080808081,15.722272385941139
8.181818181818182,17.077861506659858
8.282828282828282,19.521444655139597
8.383838383838384,15.731136331129473
8.484848484848484,15.352709763910594
8.585858585858587,16.1682030845481
8.686868686868687,19.204541609141522
8.787878787878787,18.233259795076943
8.88888888888889,16.718257370243702
8.98989898989899,19.00633284602469
9.09090909090909,18.37597328051426
9.191919191919192,20.321128364904162
9.292929292929292,17.18175239810388
9.393939393939394,18.13255449468325
9.494949494949495,18.205682683634674
9.595959595959595,16.264889295654953
9.696969696969697,19.986179948068546
9.797979797979798,20.118070140319375
9.8989898989899,19.80820671126472
10.0,19.530825733249706
